Date,Value
2013-04-15,1502.87
2013-04-12,1654.17
2013-04-11,1685.93
2013-04-10,1696.7
2013-04-09,1699.12
2013-04-08,1696.7
2013-04-05,1689.17
2013-04-04,1666.01
2013-04-03,1696.44
2013-04-02,1705.85
2013-04-01,1720.28
2013-03-28,1721.74
2013-03-27,1726.86
2013-03-26,1721.47
2013-03-25,1722.82
2013-03-22,1731.98
2013-03-21,1738.43
2013-03-20,1731.7
2013-03-19,1735.2
2013-03-18,1727.66
2013-03-15,1718.77
2013-03-14,1708.55
2013-03-13,1712.05
2013-03-12,1717.16
2013-03-11,1701.0
2013-03-08,1703.97
2013-03-07,1701.58
2013-03-06,1695.63
2013-03-05,1701.82
2013-03-04,1695.9
2013-03-01,1704.51
2013-02-28,1711.24
2013-02-27,1728.2
2013-02-26,1713.39
2013-02-25,1708.82
2013-02-22,1698.32
2013-02-21,1698.85
2013-02-20,1711.24
2013-02-19,1731.96
2013-02-15,1736.81
2013-02-14,1773.16
2013-02-13,1772.08
2013-02-12,1774.77
2013-02-11,1779.62
2013-02-08,1797.12
2013-02-07,1796.85
2013-02-06,1803.58
2013-02-05,1802.76
2013-02-04,1794.69
2013-02-01,1797.93
2013-01-31,1793.35
2013-01-30,1807.08
2013-01-29,1792.0
2013-01-28,1784.47
2013-01-25,1788.23
2013-01-24,1800.08
2013-01-23,1820.81
2013-01-22,1821.07
2013-01-18,1818.92
2013-01-17,1804.39
2013-01-16,1805.73
2013-01-15,1810.31
2013-01-14,1795.23
2013-01-11,1785.54
2013-01-10,1804.39
2013-01-09,1785.81
2013-01-08,1783.93
2013-01-07,1772.35
2013-01-04,1775.31
2013-01-03,1809.23
2013-01-02,1824.58
2012-12-31,1792.54
2012-12-28,1785.54
2012-12-27,1783.39
2012-12-26,1794.69
2012-12-21,1779.08
2012-12-20,1778.01
2012-12-19,1793.62
2012-12-18,1824.84
2012-12-17,1826.73
2012-12-14,1827.26
2012-12-13,1823.5
2012-12-12,1848.81
2012-12-11,1842.08
2012-12-10,1844.76
2012-12-07,1832.92
2012-12-06,1825.11
2012-12-05,1824.84
2012-12-04,1828.89
2012-12-03,1852.84
2012-11-30,1859.3
2012-11-29,1858.22
2012-11-28,1839.92
2012-11-27,1881.11
2012-11-26,1885.69
2012-11-21,1857.15
2012-11-20,1866.03
2012-11-19,1864.15
2012-11-16,1845.84
2012-11-15,1842.08
2012-11-14,1859.03
2012-11-13,1859.57
2012-11-12,1869.26
2012-11-09,1872.5
2012-11-08,1849.61
2012-11-07,1847.73
2012-11-06,1821.61
2012-11-05,1813.54
2012-11-02,1815.15
2012-11-01,1848.81
2012-10-31,1851.77
2012-10-30,1842.07
2012-10-29,1838.84
2012-10-26,1848.54
2012-10-25,1848.0
2012-10-24,1838.3
2012-10-23,1843.15
2012-10-22,1860.12
2012-10-19,1871.15
2012-10-18,1877.61
2012-10-17,1884.07
2012-10-16,1881.38
2012-10-15,1870.07
2012-10-12,1903.18
2012-10-11,1905.61
2012-10-10,1897.26
2012-10-09,1911.0
2012-10-08,1910.45
2012-10-05,1921.76
2012-10-04,1930.11
2012-10-03,1912.34
2012-10-02,1912.61
2012-10-01,1924.99
2012-09-28,1913.14
2012-09-27,1899.15
2012-09-26,1879.5
2012-09-25,1908.3
2012-09-24,1898.61
2012-09-21,1922.29
2012-09-20,1894.3
2012-09-19,1903.18
2012-09-18,1906.15
2012-09-17,1906.68
2012-09-14,1912.61
2012-09-13,1867.11
2012-09-12,1871.15
2012-09-11,1870.88
2012-09-10,1865.76
2012-09-07,1861.46
2012-09-06,1832.38
2012-09-05,1820.53
2012-09-04,1828.07
2012-08-31,1775.85
2012-08-30,1788.77
2012-08-29,1788.23
2012-08-28,1796.85
2012-08-27,1799.0
2012-08-24,1795.77
2012-08-23,1793.89
2012-08-22,1768.85
2012-08-21,1766.16
2012-08-20,1739.78
2012-08-17,1739.51
2012-08-16,1728.47
2012-08-15,1725.51
2012-08-14,1721.2
2012-08-13,1747.85
2012-08-10,1743.54
2012-08-09,1739.78
2012-08-08,1737.89
2012-08-07,1735.47
2012-08-06,1734.39
2012-08-03,1725.77
2012-08-02,1720.39
2012-08-01,1722.55
2012-07-31,1747.32
2012-07-30,1742.74
2012-07-27,1743.27
2012-07-26,1743.01
2012-07-25,1724.7
2012-07-24,1705.58
2012-07-23,1693.74
2012-07-20,1698.05
2012-07-19,1706.39
2012-07-18,1696.97
2012-07-17,1707.73
2012-07-16,1712.58
2012-07-13,1718.77
2012-07-12,1676.52
2012-07-11,1698.85
2012-07-10,1718.51
2012-07-09,1707.47
2012-07-06,1709.63
2012-07-05,1727.93
2012-07-03,1742.47
2012-07-02,1715.01
2012-06-29,1722.01
2012-06-28,1678.94
2012-06-27,1695.08
2012-06-26,1697.78
2012-06-25,1691.32
2012-06-22,1686.47
2012-06-21,1704.24
2012-06-20,1724.7
2012-06-19,1751.08
2012-06-18,1740.32
2012-06-15,1752.97
2012-06-14,1738.16
2012-06-13,1744.62
2012-06-12,1727.4
2012-06-11,1706.39
2012-06-08,1698.32
2012-06-07,1730.08
2012-06-06,1761.31
2012-06-05,1742.68
2012-06-04,1744.08
2012-06-01,1730.08
2012-05-31,1678.4
2012-05-30,1659.02
2012-05-29,1701.54
2012-05-25,1690.78
2012-05-24,1689.71
2012-05-23,1668.7
2012-05-22,1704.78
2012-05-21,1715.55
2012-05-18,1712.31
2012-05-17,1674.09
2012-05-16,1668.16
2012-05-15,1676.79
2012-05-14,1678.94
2012-05-11,1705.32
2012-05-10,1722.01
2012-05-09,1704.78
2012-05-08,1726.31
2012-05-07,1761.85
2012-05-04,1770.73
2012-05-03,1764.27
2012-05-02,1775.31
2012-05-01,1792.54
2012-04-30,1778.81
2012-04-27,1792.0
2012-04-26,1781.23
2012-04-25,1764.27
